Date,Distance walking,Step count
2022-09-27,4.200,6062.000
2022-09-28,3.905,5461.000
2022-09-29,5.316,7847.000
2022-09-30,8.299,12045.000
2022-10-01,8.244,12836.000
2022-10-02,5.049,7442.000
2022-10-03,6.480,9539.000
2022-10-04,8.103,11946.010
2022-10-05,6.316,9245.990
2022-10-06,9.258,13395.000
2022-10-07,15.755,23545.000
2022-10-08,5.297,7561.000
2022-10-09,5.311,7667.000
2022-10-10,4.330,6501.934
2022-10-11,5.357,7973.066
2022-10-12,4.188,6005.000
2022-10-13,9.680,14499.000
2022-10-14,4.972,7379.000
2022-10-15,5.618,8278.000
2022-10-16,5.378,8325.073
2022-10-17,7.090,10507.927
2022-10-18,4.495,6736.000
2022-10-19,10.852,15257.000
2022-10-20,6.420,9388.810
2022-10-21,13.994,20512.190
2022-10-22,4.701,6446.000
2022-10-23,6.429,9102.000
2022-10-24,11.187,16390.000
2022-10-25,8.468,12748.000
2022-10-26,8.083,11757.000
2022-10-27,8.649,12393.000
2022-10-28,8.010,12585.000
2022-10-29,6.237,8312.535
2022-10-30,6.335,8604.465
2022-10-31,10.020,14784.000
2022-11-01,4.036,5853.000
2022-11-02,4.659,6666.033
2022-11-03,6.789,9706.967
2022-11-04,3.647,5328.000
2022-11-05,7.772,11872.000
2022-11-06,6.209,9064.765
2022-11-07,15.446,22749.235
2022-11-08,7.209,10860.000
2022-11-09,9.084,13559.000
2022-11-10,3.683,5484.000
2022-11-11,8.992,13492.000
2022-11-12,4.484,6984.000
2022-11-13,3.227,4831.000
2022-11-14,5.358,8155.000
2022-11-15,5.908,8402.000
2022-11-16,4.239,6131.000
2022-11-17,9.530,13562.000
2022-11-18,3.109,4933.000
2022-11-19,2.784,4409.000
2022-11-20,2.513,3797.000
2022-11-21,8.143,11959.000
2022-11-22,3.040,4553.000
2022-11-23,6.011,9081.000
2022-11-24,4.967,7552.253
2022-11-25,10.507,15689.747
2022-11-26,9.400,14306.000
2022-11-27,6.820,9690.000
2022-11-28,8.579,13296.000
2022-11-29,4.094,6825.000
2022-11-30,5.969,10746.000
2022-12-01,3.896,6386.000
2022-12-02,8.533,12926.000
2022-12-03,5.834,9445.000
2022-12-04,6.626,9770.000
2022-12-05,4.936,7839.000
2022-12-06,6.571,10255.000
2022-12-07,7.839,12343.000
2022-12-08,9.762,14616.000
2022-12-09,1.422,2100.000
2022-12-10,4.322,6739.000
2022-12-11,3.168,4583.000
2022-12-12,11.011,16304.000
2022-12-13,9.761,14927.000
2022-12-14,5.594,8445.000
2022-12-15,4.431,6577.000
2022-12-16,3.178,4913.000
2022-12-17,7.311,11256.145
2022-12-18,5.218,8002.855
2022-12-19,5.976,9471.000
2022-12-20,5.582,9203.000
2022-12-21,5.633,8758.000
2022-12-22,3.844,6011.000
2022-12-23,5.698,8709.000
2022-12-24,7.792,11636.000
2022-12-25,5.967,9051.000
2022-12-26,3.216,4847.000
2022-12-27,2.820,4330.000
2022-12-28,6.712,10259.000
2022-12-29,4.997,7414.000
2022-12-30,8.819,13284.000
2022-12-31,8.409,12690.486
2023-01-01,5.162,7684.514
2023-01-02,3.247,4896.000
2023-01-03,4.238,6252.000
2023-01-04,7.901,11422.732
2023-01-05,2.062,3115.268
2023-01-06,2.571,3779.000
2023-01-07,5.054,7609.995
2023-01-08,10.583,15668.005
2023-01-09,3.399,4994.896
2023-01-10,4.934,7048.104
2023-01-11,4.491,6252.000
2023-01-12,2.940,4318.000
2023-01-13,2.708,3761.000
2023-01-14,6.874,10207.000
2023-01-15,3.710,5442.000
2023-01-16,8.405,12455.000
2023-01-17,2.591,3812.000
2023-01-18,3.973,5969.000
2023-01-19,5.301,7681.000
2023-01-20,5.249,7769.000
2023-01-21,0.143,208.000
2023-01-22,1.772,2771.000
2023-01-23,1.000,1535.000
2023-01-24,5.177,7674.000
2023-01-25,8.660,14108.000
2023-01-26,7.844,11886.000
2023-01-27,7.332,11301.000
2023-01-28,0.584,927.000
2023-01-29,11.042,16744.000
2023-01-30,2.675,4154.000
2023-01-31,3.433,4971.000
2023-02-01,5.641,8547.000
2023-02-02,4.225,6584.000
2023-02-03,9.803,14001.000
2023-02-04,5.851,9306.000
2023-02-05,5.189,8176.000
2023-02-06,9.879,14922.599
2023-02-07,9.722,14334.401
2023-02-08,9.730,15557.000
2023-02-09,6.727,10673.000
2023-02-10,2.400,3797.000
2023-02-11,4.021,5985.000
2023-02-12,5.871,9160.000
2023-02-13,9.646,14861.000
2023-02-14,12.070,17848.000
2023-02-15,9.754,14966.000
2023-02-16,8.765,13457.000
2023-02-17,6.153,9320.000
2023-02-18,2.779,4288.000
2023-02-19,5.481,8522.000
2023-02-20,6.846,11196.000
2023-02-21,8.752,14575.000
2023-02-22,5.428,8389.000
2023-02-23,6.772,9729.000
2023-02-24,6.412,9139.000
2023-02-25,8.969,13485.000
2023-02-26,3.798,5574.000
2023-02-27,9.322,14560.000
2023-02-28,5.690,8798.000
2023-03-01,4.479,6916.000
2023-03-02,8.617,13284.000
2023-03-03,7.769,12266.000
2023-03-04,8.136,12960.000
2023-03-05,11.883,17757.000
2023-03-06,5.467,7950.000
2023-03-07,1.980,2919.000
2023-03-08,7.527,11031.000
2023-03-09,1.330,1959.000
2023-03-10,5.966,8649.000
2023-03-11,4.917,6930.000
2023-03-12,1.355,1968.000
2023-03-13,5.383,7622.000
2023-03-14,4.550,6554.000
2023-03-15,5.664,7921.000
2023-03-16,0.498,748.000
2023-03-17,9.487,14129.000
2023-03-18,2.809,4237.000
2023-03-19,3.215,4858.000
2023-03-20,8.281,12037.000
2023-03-21,6.920,9909.000
2023-03-22,10.987,16370.000
2023-03-23,3.053,4149.000
2023-03-24,5.228,7554.000
2023-03-25,9.290,13618.000
2023-03-26,0.080,118.000
2023-03-27,6.663,10476.000
2023-03-28,9.843,14862.000
2023-03-29,5.919,8540.000
2023-03-30,4.937,7263.000
2023-03-31,1.836,2621.000
2023-04-01,9.534,13952.000
2023-04-02,2.173,2644.000
2023-04-03,5.751,8560.000
2023-04-04,5.802,8592.000
2023-04-05,4.021,5436.000
2023-04-06,4.854,7111.000
2023-04-07,8.873,12488.000
2023-04-08,5.469,8133.000
2023-04-09,6.133,9071.000
2023-04-10,4.892,7083.000
2023-04-11,8.463,12686.000
2023-04-12,6.881,9900.000
2023-04-13,3.128,4603.000
2023-04-14,0.982,1351.000
2023-04-15,4.350,6618.000
2023-04-16,4.886,6983.000
2023-04-17,5.597,7832.000
2023-04-18,2.720,4130.000
2023-04-19,5.313,8562.000
2023-04-20,1.139,1576.000
2023-04-21,1.006,1406.000
2023-04-22,7.873,11188.000
2023-04-23,1.881,2851.000
2023-04-24,4.429,6000.000
2023-04-25,0.482,683.000
2023-04-26,4.124,5947.000
2023-04-27,4.231,6226.000
2023-04-28,7.372,11210.000
2023-04-29,4.530,6852.000
2023-04-30,0.177,258.000
2023-05-01,5.608,7783.000
2023-05-02,6.514,9899.000
2023-05-03,7.251,9842.000
2023-05-04,1.351,2128.000
2023-05-05,2.765,4087.000
2023-05-06,5.567,8524.407
2023-05-07,3.620,5670.593
2023-05-08,4.863,7067.000
2023-05-09,10.118,15057.000
2023-05-10,6.971,10122.000
2023-05-11,1.074,1540.000
2023-05-12,8.331,11964.425
2023-05-13,10.365,15109.575
2023-05-14,0.229,354.888
2023-05-15,7.914,11260.112
2023-05-16,7.404,10653.000
2023-05-17,3.243,5238.000
2023-05-18,1.091,1774.000
2023-05-19,1.097,1588.000
2023-05-20,1.125,1915.000
2023-05-21,5.373,7712.000
2023-05-22,5.939,8499.000
2023-05-23,2.784,3996.000
2023-05-24,4.550,6255.000
2023-05-25,8.204,11980.000
2023-05-26,5.920,8477.000
2023-05-27,2.992,4548.000
2023-05-28,0.168,262.000
2023-05-29,5.122,7023.000
2023-05-30,5.905,8308.000
2023-05-31,4.788,6626.000
2023-06-01,6.077,8869.000
2023-06-02,0.882,1416.000
2023-06-03,6.749,10313.000
2023-06-04,4.758,6281.000
2023-06-05,6.587,9007.000
2023-06-06,2.865,4428.000
2023-06-07,5.759,7483.000
2023-06-08,5.779,8156.000
2023-06-09,5.712,7726.000
2023-06-10,4.675,6734.000
2023-06-11,5.855,8454.000
2023-06-12,6.928,9285.000
2023-06-13,4.809,6683.000
2023-06-14,6.275,8491.000
2023-06-15,5.720,7894.000
2023-06-16,3.875,5448.000
2023-06-17,10.460,14508.000
2023-06-18,8.406,11610.000
2023-06-19,6.272,8677.000
2023-06-20,4.012,5716.000
2023-06-21,5.284,7355.000
2023-06-22,10.201,17072.000
2023-06-23,5.982,8219.000
2023-06-24,3.527,5135.000
2023-06-25,7.273,10150.000
2023-06-26,4.941,6956.000
2023-06-27,8.729,12330.000
2023-06-28,5.899,8900.000
2023-06-29,4.530,7732.000
2023-06-30,10.006,15024.000
2023-07-01,3.659,5602.000
2023-07-02,3.556,5307.000
2023-07-03,13.039,22023.000
2023-07-04,4.570,7311.000
2023-07-05,3.303,4747.000
2023-07-06,2.477,3354.000
2023-07-07,1.441,1873.417
2023-07-08,2.988,4288.583
2023-07-09,5.386,8075.000
2023-07-10,1.069,1888.000
2023-07-11,3.433,5080.000
2023-07-12,2.133,3094.000
2023-07-13,2.404,3478.000
2023-07-14,2.329,3185.000
2023-07-15,2.759,4177.000
2023-07-16,5.076,7788.000
2023-07-17,5.301,8428.000
2023-07-18,1.533,2191.608
2023-07-19,3.059,4548.392
2023-07-20,3.623,5197.000
2023-07-21,2.928,4314.000
2023-07-22,2.380,3227.000
2023-07-23,0.195,293.000
2023-07-24,2.477,3848.000
2023-07-25,2.349,3283.000
2023-07-26,2.688,3807.000
2023-07-27,2.689,3874.000
2023-07-28,2.294,3299.000
2023-07-29,2.537,3731.000
2023-07-30,6.244,9872.000
2023-07-31,0.094,139.000
2023-08-01,2.696,3658.000
2023-08-02,2.376,3391.000
2023-08-03,2.549,3598.000
2023-08-04,2.461,3429.000
2023-08-05,3.065,4279.000
2023-08-06,3.488,5413.000
2023-08-07,3.841,6770.000
2023-08-08,2.373,3294.000
2023-08-09,2.263,3306.000
2023-08-10,3.459,4681.000
2023-08-11,2.545,3650.000
2023-08-12,2.686,3678.000
2023-08-13,4.424,6518.000
2023-08-14,0.116,168.000
2023-08-15,2.747,3798.000
2023-08-16,2.828,4309.000
2023-08-17,2.651,3917.000
2023-08-18,3.257,4312.000
2023-08-19,3.162,4576.000
2023-08-20,5.457,7473.000
2023-08-21,4.817,6710.000
2023-08-22,3.377,5695.000
2023-08-23,3.281,5337.000
2023-08-24,3.744,6132.000
2023-08-25,3.295,4200.000
2023-08-26,2.879,4050.000
2023-08-27,4.077,5758.000
2023-08-28,2.070,3244.000
2023-08-29,2.302,3219.000
2023-08-30,1.978,2587.000
2023-08-31,3.178,4365.000
2023-09-01,4.257,6837.000
2023-09-02,0.583,812.000
2023-09-03,7.421,11326.000
2023-09-04,3.864,5509.000
2023-09-05,4.467,6293.000
2023-09-06,3.214,4524.000
2023-09-07,3.725,5035.000
2023-09-08,3.921,5643.000
2023-09-09,4.551,6293.000
2023-09-10,5.609,8234.000
2023-09-11,2.380,3453.000
2023-09-12,3.172,4961.000
2023-09-13,2.813,3717.000
2023-09-14,5.164,6687.631
2023-09-15,6.017,8640.369
2023-09-16,5.763,8224.000
2023-09-17,3.378,5211.000
2023-09-18,3.769,6014.000
2023-09-19,3.426,5163.000
2023-09-20,2.832,3961.000
2023-09-21,6.493,9524.000
2023-09-22,4.469,6384.000
2023-09-23,7.193,10387.000
2023-09-24,5.005,7845.000
2023-09-25,2.850,3757.000
2023-09-26,2.704,3915.000
2023-09-27,3.293,4658.000
2023-09-28,3.532,5823.000
2023-09-29,8.707,12425.000
2023-09-30,4.384,6690.000
2023-10-01,1.052,1509.000
2023-10-02,3.445,4889.000
2023-10-03,1.520,2255.000
2023-10-04,2.829,3929.000
2023-10-05,3.581,5000.000
2023-10-06,5.536,7497.000
2023-10-07,9.716,14566.000
2023-10-08,0.705,1040.000
2023-10-09,10.295,14800.000
2023-10-10,2.932,4271.000
2023-10-11,2.758,3954.000
2023-10-12,3.962,5714.000
2023-10-13,4.144,6322.000
2023-10-14,2.280,3974.000
2023-10-15,0.144,226.000
2023-10-16,4.191,5860.000
2023-10-17,4.948,7699.000
2023-10-18,4.126,5625.000
2023-10-19,3.994,5642.000
2023-10-20,6.537,10101.000
2023-10-21,4.945,7669.000
2023-10-22,5.188,7331.000
2023-10-23,4.318,6065.000
2023-10-24,4.166,6129.000
2023-10-25,2.664,4170.000
2023-10-26,4.725,6980.000
2023-10-27,3.488,5411.000
2023-10-28,6.393,9710.000
2023-10-29,6.384,10254.000
2023-10-30,5.376,7807.000
2023-10-31,7.138,10259.000
2023-11-01,5.341,8242.000
2023-11-02,5.568,8647.000
2023-11-03,4.092,5934.000
2023-11-04,10.255,14774.000
2023-11-05,0.055,82.000
2023-11-06,2.930,4528.000
2023-11-07,5.117,7657.000
2023-11-08,5.465,7982.000
2023-11-09,6.067,8910.000
2023-11-10,5.428,9240.000
2023-11-11,0.052,81.000
2023-11-12,3.751,5311.000
2023-11-13,4.596,6667.000
2023-11-14,4.811,7804.000
2023-11-15,4.664,6765.000
2023-11-16,4.573,6601.000
2023-11-17,5.536,8774.000
2023-11-18,2.758,4298.000
2023-11-19,5.557,8476.000
2023-11-20,4.494,6413.000
2023-11-21,3.461,4818.000
2023-11-22,3.734,5749.000
2023-11-23,1.765,2714.000
2023-11-24,4.931,7655.000
2023-11-25,4.928,7157.000
2023-11-26,5.880,8732.000
2023-11-27,5.263,8380.000
2023-11-28,4.327,7205.000
2023-11-29,5.596,8920.000
2023-11-30,4.800,7736.000
2023-12-01,5.016,8085.000
2023-12-02,4.760,7208.000
2023-12-03,5.838,8577.000
2023-12-04,4.538,7360.000
2023-12-05,4.084,6211.000
2023-12-06,4.261,6177.000
2023-12-07,6.249,10048.000
2023-12-08,5.382,8595.000
2023-12-09,5.293,7755.000
2023-12-10,7.253,10633.000
2023-12-11,3.012,5054.000
2023-12-12,6.302,9467.000
2023-12-13,4.254,6658.000
2023-12-14,3.151,4222.000
2023-12-15,5.101,7601.000
2023-12-16,4.178,6757.000
2023-12-17,0.278,426.000
2023-12-18,4.116,6162.000
2023-12-19,4.636,7569.000
2023-12-20,3.908,6713.000
2023-12-21,3.847,6214.000
2023-12-22,3.036,4948.000
2023-12-23,0.158,237.000
2023-12-24,10.845,16061.000
2023-12-25,4.305,6390.000
2023-12-26,3.526,4966.000
2023-12-27,3.106,5030.000
2023-12-28,3.989,5948.000
2023-12-29,3.555,5457.000
2023-12-30,2.091,3290.000
2023-12-31,0.152,235.183
2024-01-01,0.279,411.817
2024-01-02,4.304,6708.000
2024-01-03,2.597,4326.000
2024-01-04,3.528,5330.000
2024-01-05,5.000,7586.000
2024-01-06,4.307,6646.000
2024-01-07,14.075,22505.000
2024-01-08,5.711,9239.000
2024-01-09,11.473,16776.288
2024-01-10,5.037,7459.712
2024-01-11,1.960,2961.000
2024-01-12,3.244,5361.000
2024-01-13,1.143,1778.000
2024-01-14,3.933,6477.000
2024-01-15,3.969,6747.000
2024-01-16,3.559,6135.000
2024-01-17,4.593,7219.000
2024-01-18,5.008,7930.000
2024-01-19,3.453,5743.000
2024-01-20,3.611,5759.000
2024-01-21,3.842,5435.000
2024-01-22,3.750,5840.000
2024-01-23,2.571,4123.000
2024-01-24,2.497,3762.000
2024-01-25,3.738,5844.000
2024-01-26,4.063,6212.000
2024-01-27,4.162,6413.000
2024-01-28,0.122,190.000
2024-01-29,2.743,3553.000
2024-01-30,7.027,10642.000
2024-01-31,3.617,5360.000
2024-02-01,0.060,91.320
2024-02-02,3.855,5764.680
2024-02-03,6.467,9815.000
2024-02-04,5.217,8252.000
2024-02-05,5.657,9279.000
2024-02-06,3.882,6193.000
2024-02-07,3.476,5292.000
2024-02-08,2.629,4380.000
2024-02-09,6.659,10212.000
2024-02-10,0.128,184.000
2024-02-11,9.218,13646.000
2024-02-12,0.074,110.000
2024-02-13,5.029,7246.000
2024-02-14,5.146,7446.000
2024-02-15,1.556,2476.000
2024-02-16,7.173,11194.000
2024-02-17,5.474,8377.000
2024-02-18,3.763,5772.000
2024-02-19,5.218,8057.000
2024-02-20,3.954,6132.000
2024-02-21,2.519,4099.000
2024-02-22,5.612,10003.000
2024-02-23,5.218,8806.000
2024-02-24,3.089,4565.000
2024-02-25,7.159,10922.000
2024-02-26,6.613,10043.000
2024-02-27,7.421,11068.000
2024-02-28,6.264,9175.000
2024-02-29,5.241,8104.000
2024-03-01,9.633,15287.000
2024-03-02,0.148,219.000
2024-03-03,3.972,5994.000
2024-03-04,6.577,9486.000
2024-03-05,7.330,11248.000
2024-03-06,1.997,3083.000
2024-03-07,9.933,14980.000
2024-03-08,6.689,9634.000
2024-03-09,4.948,7169.000
2024-03-10,2.642,3819.000
2024-03-11,5.117,7471.000
2024-03-12,11.788,17183.521
2024-03-13,9.367,13666.479
2024-03-14,3.164,4866.000
2024-03-15,10.605,16048.000
2024-03-16,4.856,7164.000
2024-03-17,6.648,9542.000
2024-03-18,5.868,8868.000
2024-03-19,4.791,6808.000
2024-03-20,5.143,7560.000
2024-03-21,2.689,4071.000
2024-03-22,2.033,2989.000
2024-03-23,8.370,12464.000
2024-03-24,6.878,11019.000
2024-03-25,3.265,5055.000
2024-03-26,2.352,3551.000
2024-03-27,2.112,3232.000
2024-03-28,6.917,9859.000
2024-03-29,1.237,1671.000
2024-03-30,6.914,10798.000
2024-03-31,10.636,15826.000
2024-04-01,5.855,9374.000
2024-04-02,4.503,7094.000
2024-04-03,2.397,3651.000
2024-04-04,3.485,5722.000
2024-04-05,3.083,4630.000
2024-04-06,7.230,10391.000
2024-04-07,2.823,4367.000
2024-04-08,3.764,5719.000
2024-04-09,4.842,7258.000
2024-04-10,4.253,7000.000
2024-04-11,3.150,5132.000
2024-04-12,3.146,4671.000
2024-04-13,3.816,5885.000
2024-04-14,3.018,4595.000
2024-04-15,1.665,2502.000
2024-04-16,4.610,6595.000
2024-04-17,2.425,3572.000
2024-04-18,2.665,4310.000
2024-04-19,3.202,4630.000
2024-04-20,4.710,6978.000
2024-04-21,1.608,2536.000
2024-04-22,3.654,5445.000
2024-04-23,4.588,6619.000
2024-04-24,3.831,5559.000
2024-04-25,1.863,2815.000
2024-04-26,5.014,7661.000
2024-04-27,1.866,2847.000
2024-04-28,2.806,4178.000
2024-04-29,3.933,5815.000
2024-04-30,5.505,8227.000
2024-05-01,2.352,3487.000
2024-05-02,3.108,4995.000
2024-05-03,2.733,4033.000
2024-05-04,1.008,1576.000
2024-05-05,1.078,1642.000
2024-05-06,0.760,1131.000
2024-05-07,5.634,8165.000
2024-05-08,4.338,6471.000
2024-05-09,6.730,9690.000
2024-05-10,9.992,14724.000
2024-05-11,8.978,13596.000
2024-05-12,6.669,9284.000
2024-05-13,2.199,3195.000
2024-05-14,5.550,7950.000
2024-05-15,2.150,3266.000
2024-05-16,3.316,4956.000
2024-05-17,4.741,6936.000
2024-05-18,5.414,7999.000
2024-05-19,0.883,1302.000
2024-05-20,6.513,9643.000
2024-05-21,4.774,6930.000
2024-05-22,4.300,6319.000
2024-05-23,3.896,5683.464
2024-05-24,7.801,11581.536
2024-05-25,4.418,6525.000
2024-05-26,3.674,5642.000
2024-05-27,2.335,3471.000
2024-05-28,5.209,7651.000
2024-05-29,4.255,6241.000
2024-05-30,2.747,4137.000
2024-05-31,3.343,4791.000
2024-06-01,4.848,7143.000
2024-06-02,0.781,1183.000
2024-06-03,2.937,4796.000
2024-06-04,2.655,3885.000
2024-06-05,8.400,11930.000
2024-06-06,3.615,5398.000
2024-06-07,3.583,5359.000
2024-06-08,3.043,4933.000
2024-06-09,2.700,4251.000
2024-06-10,2.782,4029.000
2024-06-11,3.320,5174.000
2024-06-12,2.834,4026.000
2024-06-13,3.662,5170.000
2024-06-14,3.249,4974.000
2024-06-15,5.229,7615.000
2024-06-16,3.080,4648.000
2024-06-17,3.849,5690.000
2024-06-18,2.264,3341.000